race,date,city_wapo,state,body_camera,AGENCYNAME,POL_BWC,PERS_TRN_ACAD,PERS_TRN_FIELD,POL_COMP_EXTINV,POL_INV_INJRY,POL_INV_DTH,POL_INV_DCHG_GUN,PERS_CULTURE,PERS_CONFLICT,PERS_TOTAL,PERS_WHITE,FRAC_WHITE,PERS_BLACK,FRAC_BLACK,PERS_HISP,FRAC_HISP,PERS_AMIND,FRAC_AMIND,PERS_ASIAN,FRAC_ASIAN,PERS_HAWPI,FRAC_HAWPI,PERS_MULTI,FRAC_MULTI,PERS_UNK,FRAC_UNK
W,2017-04-15,Colebrook Township,OH,0,ASHTABULA COUNTY SHERIFF'S OFFICE,0,400,300,0,1,1,1,0,0,37,36,0.972972972972973,1,0.02702702702702703,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2017-04-15,Fresno,CA,1,FRESNO POLICE DEPARTMENT,1,644,720,0,0,1,1,1,0,740,383,0.5175675675675676,42,0.05675675675675676,260,0.35135135135135137,6,0.008108108108108109,33,0.0445945945945946,16,0.021621621621621623,0,0.0,0,0.0
W,2017-04-16,Vadnais Heights,MN,0,RAMSEY COUNTY SHERIFF'S OFFICE,1,320,1000,0,0,0,0,1,1,224,193,0.8616071428571429,6,0.026785714285714284,2,0.008928571428571428,1,0.004464285714285714,22,0.09821428571428571,0,0.0,0,0.0,0,0.0
W,2017-04-18,Brandywine,WV,0,WEST VIRGINIA STATE POLICE,0,1244,560,0,0,0,0,0,0,667,647,0.9700149925037481,15,0.022488755622188907,4,0.005997001499250375,1,0.0014992503748125937,0,0.0,0,0.0,0,0.0,0,0.0
B,2017-04-19,Wilmington,DE,1,ELSMERE BUREAU OF POLICE,1,568,320,0,0,0,0,1,1,12,12,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2017-04-20,Logan County,OK,0,EDMOND POLICE DEPARTMENT,0,840,600,0,0,0,0,0,0,123,113,0.9186991869918699,5,0.04065040650406504,0,0.0,4,0.032520325203252036,1,0.008130081300813009,0,0.0,0,0.0,0,0.0
B,2017-04-20,Seattle,WA,0,SEATTLE POLICE DEPARTMENT,1,720,2088,1,1,1,1,0,1,1373,1004,0.7312454479242535,118,0.08594319009468318,67,0.04879825200291333,25,0.01820830298616169,89,0.06482155863073562,14,0.010196649672250545,37,0.026948288419519302,19,0.013838310269482883
H,2017-04-20,Hardeeville,SC,0,BEAUFORT COUNTY SHERIFF'S OFFICE,0,531,513,0,1,1,1,0,0,224,190,0.8482142857142857,18,0.08035714285714286,12,0.05357142857142857,2,0.008928571428571428,1,0.004464285714285714,1,0.004464285714285714,0,0.0,0,0.0
H,2017-04-20,Glendale,AZ,0,CHANDLER POLICE DEPARTMENT,1,880,520,1,0,0,0,0,0,322,280,0.8695652173913043,5,0.015527950310559006,32,0.09937888198757763,0,0.0,5,0.015527950310559006,0,0.0,0,0.0,0,0.0
W,2017-04-20,Glendale,AZ,0,MESA POLICE DEPARTMENT,1,880,840,0,0,0,0,0,0,751,595,0.7922769640479361,29,0.03861517976031957,103,0.13715046604527298,6,0.007989347536617843,18,0.023968042609853527,0,0.0,0,0.0,0,0.0
H,2017-04-20,San Antonio,TX,0,SAN ANTONIO POLICE DEPARTMENT,1,1320,560,1,1,1,0,0,0,2244,905,0.40329768270944744,102,0.045454545454545456,1187,0.5289661319073083,0,0.0,17,0.007575757575757576,6,0.00267379679144385,27,0.012032085561497326,0,0.0
W,2017-04-21,West Linn,OR,0,LAKE OSWEGO POLICE DEPARTMENT,1,900,860,0,0,0,0,1,1,45,43,0.9555555555555556,0,0.0,0,0.0,0,0.0,2,0.044444444444444446,0,0.0,0,0.0,0,0.0
A,2017-04-22,Yuba City,CA,0,YUBA COUNTY SHERIFF'S OFFICE,0,664,560,0,0,1,1,0,0,129,98,0.7596899224806202,8,0.06201550387596899,13,0.10077519379844961,0,0.0,5,0.03875968992248062,1,0.007751937984496124,0,0.0,4,0.031007751937984496
B,2017-04-22,Portage,IN,0,OGDEN DUNES POLICE DEPARTMENT,1,650,700,0,1,1,1,1,1,4,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2017-04-22,Hamilton,OH,0,FOREST PARK POLICE DEPARTMENT,1,695,480,0,0,1,0,1,1,35,28,0.8,7,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2017-04-23,Prescott,AZ,0,YAVAPAI COUNTY SHERIFF'S OFFICE,1,800,700,0,0,0,0,0,0,135,117,0.8666666666666667,0,0.0,16,0.11851851851851852,0,0.0,2,0.014814814814814815,0,0.0,0,0.0,0,0.0
W,2017-04-24,Stewartstown,PA,0,PENNSYLVANIA STATE POLICE,0,1168,0,0,0,0,0,0,0,4343,4066,0.9362192033156804,151,0.034768593138383604,80,0.018420446695832374,7,0.0016117890858853327,35,0.008058945429426664,4,0.0009210223347916187,0,0.0,0,0.0
B,2017-04-24,Houston,TX,1,HOUSTON POLICE DEPARTMENT,1,1114,720,1,0,1,0,0,0,5203,2385,0.4583893907361138,1110,0.21333845858158754,1365,0.2623486450124928,8,0.001537574476263694,335,0.06438593119354219,0,0.0,0,0.0,0,0.0
W,2017-04-24,Wolf Creek,OR,0,OREGON STATE POLICE,1,1080,480,0,1,1,1,0,0,633,578,0.9131121642969984,7,0.011058451816745656,23,0.036334913112164295,6,0.009478672985781991,12,0.018957345971563982,1,0.001579778830963665,6,0.009478672985781991,0,0.0
B,2017-04-24,Killeen,TX,0,KILLEEN POLICE DEPARTMENT,1,1000,760,0,0,0,0,0,0,275,186,0.6763636363636364,42,0.15272727272727274,29,0.10545454545454545,1,0.0036363636363636364,15,0.05454545454545454,2,0.007272727272727273,0,0.0,0,0.0
B,2017-04-25,Newark,NJ,0,NEWARK POLICE,0,1160,320,0,1,1,1,0,0,955,228,0.2387434554973822,328,0.34345549738219894,397,0.4157068062827225,0,0.0,2,0.0020942408376963353,0,0.0,0,0.0,0,0.0
H,2017-04-25,Fort Worth,TX,1,FORT WORTH POLICE DEPARTMENT,1,1110,720,0,0,0,0,0,0,1541,1047,0.6794289422452953,166,0.10772225827384815,281,0.18234912394548994,20,0.012978585334198572,25,0.016223231667748216,2,0.0012978585334198572,0,0.0,0,0.0
H,2017-04-25,Bellflower,CA,0,LONG BEACH POLICE DEPARTMENT,1,1020,2088,0,1,1,1,1,0,779,411,0.527599486521181,40,0.051347881899871634,251,0.32220795892169446,4,0.005134788189987163,73,0.09370988446726572,0,0.0,0,0.0,0,0.0
B,2017-04-25,Lizella,GA,0,BIBB COUNTY SHERIFF'S OFFICE,1,40,540,0,0,0,0,0,0,447,225,0.5033557046979866,215,0.4809843400447427,3,0.006711409395973154,0,0.0,4,0.008948545861297539,0,0.0,0,0.0,0,0.0
W,2017-04-26,Lewistown,PA,0,CENTRE COUNTY SHERIFF'S OFFICE,0,760,180,0,1,1,1,0,0,14,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2017-04-26,Columbus,OH,0,COLUMBUS POLICE DEPARTMENT,1,1120,600,0,1,1,1,0,1,1802,1566,0.8690344062153164,187,0.10377358490566038,19,0.010543840177580466,3,0.001664816870144284,20,0.011098779134295227,7,0.00388457269700333,0,0.0,0,0.0
B,2017-04-26,Jacksonville,FL,0,JACKSONVILLE SHERIFF'S OFFICE,0,790,560,0,1,1,0,0,0,1577,1182,0.7495244134432467,268,0.1699429296131896,82,0.05199746353836398,7,0.004438807863031071,35,0.02219403931515536,2,0.0012682308180088776,1,0.0006341154090044388,0,0.0
B,2017-04-27,Middletown,DE,0,NEW CASTLE COUNTY POLICE DEPARTMENT,1,1080,640,0,0,1,0,1,1,378,301,0.7962962962962963,45,0.11904761904761904,21,0.05555555555555555,3,0.007936507936507936,8,0.021164021164021163,0,0.0,0,0.0,0,0.0
W,2017-04-27,Rapid City,SD,0,RAPID CITY POLICE DEPARTMENT,0,520,576,0,1,1,1,1,1,122,113,0.9262295081967213,1,0.00819672131147541,3,0.02459016393442623,2,0.01639344262295082,2,0.01639344262295082,0,0.0,1,0.00819672131147541,0,0.0
B,2017-04-28,Atlanta,GA,0,ATLANTA POLICE DEPARTMENT,1,888,480,0,1,1,0,1,0,1896,679,0.3581223628691983,1114,0.5875527426160337,85,0.044831223628691984,1,0.0005274261603375527,15,0.007911392405063292,0,0.0,2,0.0010548523206751054,0,0.0
H,2017-04-28,San Mateo,CA,0,CALIFORNIA HIGHWAY PATROL,0,0,0,0,0,0,0,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
B,2017-04-29,Balch Springs,TX,1,MESQUITE POLICE DEPARTMENT,1,960,680,0,0,0,0,0,0,217,180,0.8294930875576036,13,0.059907834101382486,19,0.08755760368663594,0,0.0,4,0.018433179723502304,1,0.004608294930875576,0,0.0,0,0.0
W,2017-04-29,Papaaloa,HI,0,HAWAII POLICE DEPARTMENT,0,902,672,0,0,1,0,0,0,442,105,0.23755656108597284,2,0.004524886877828055,6,0.013574660633484163,0,0.0,122,0.27601809954751133,22,0.049773755656108594,174,0.3936651583710407,11,0.024886877828054297
B,2017-04-29,Newport News,VA,0,NEWPORT NEWS POLICE DEPARTMENT,1,800,480,0,0,0,0,0,0,396,291,0.7348484848484849,62,0.15656565656565657,22,0.05555555555555555,0,0.0,17,0.04292929292929293,0,0.0,0,0.0,4,0.010101010101010102
H,2017-04-29,Eldorado,NM,1,SANTA FE POLICE DEPARTMENT,1,16,14,0,1,1,1,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
W,2017-04-30,Tom,OK,0,RATTAN POLICE DEPARTMENT,1,600,90,0,0,0,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2017-04-30,University City,CA,0,SAN DIEGO POLICE DEPARTMENT,1,928,800,1,0,1,0,0,0,1857,1175,0.6327409800753904,117,0.0630048465266559,395,0.21270866989768444,12,0.006462035541195477,156,0.0840064620355412,2,0.0010770059235325794,0,0.0,0,0.0
B,2017-04-30,Detroit,MI,0,DETROIT POLICE DEPARTMENT,1,714,360,0,0,0,0,0,0,2250,776,0.3448888888888889,1360,0.6044444444444445,93,0.04133333333333333,3,0.0013333333333333333,18,0.008,0,0.0,0,0.0,0,0.0
W,2017-05-01,Conroe,TX,0,CONROE POLICE DEPARTMENT,1,779,600,0,0,0,0,0,0,113,99,0.8761061946902655,3,0.02654867256637168,9,0.07964601769911504,1,0.008849557522123894,0,0.0,1,0.008849557522123894,0,0.0,0,0.0
H,2017-05-02,Austin,TX,0,AUSTIN POLICE DEPARTMENT,1,1200,560,1,0,0,0,1,0,1812,1232,0.6799116997792495,178,0.09823399558498896,358,0.19757174392935983,4,0.002207505518763797,40,0.02207505518763797,0,0.0,0,0.0,0,0.0
B,2017-05-02,Irving,TX,0,IRVING POLICE DEPARTMENT,1,1120,640,0,0,0,0,1,1,341,281,0.8240469208211144,19,0.05571847507331378,31,0.09090909090909091,2,0.005865102639296188,5,0.01466275659824047,2,0.005865102639296188,1,0.002932551319648094,0,0.0
W,2017-05-03,San Jose,CA,0,SAN JOSE POLICE DEPARTMENT,1,976,640,1,0,1,1,0,0,927,-18,-0.019417475728155338,-18,-0.019417475728155338,-18,-0.019417475728155338,-18,-0.019417475728155338,-18,-0.019417475728155338,-18,-0.019417475728155338,-18,-0.019417475728155338,-18,-0.019417475728155338
B,2017-05-03,Grand Rapids,MI,1,GRAND RAPIDS POLICE DEPARTMENT,1,600,1160,1,0,1,1,1,1,290,254,0.8758620689655172,12,0.041379310344827586,12,0.041379310344827586,5,0.017241379310344827,7,0.02413793103448276,0,0.0,0,0.0,0,0.0
W,2017-05-03,Peachtree City,GA,0,FAYETTE COUNTY SHERIFF'S OFFICE,0,408,520,0,0,1,0,0,0,139,120,0.8633093525179856,13,0.09352517985611511,5,0.03597122302158273,0,0.0,0,0.0,0,0.0,0,0.0,1,0.007194244604316547
W,2017-05-03,San Francisco,CA,1,SAN FRANCISCO POLICE DEPARTMENT,1,1304,640,1,0,1,1,0,0,2356,1181,0.5012733446519525,222,0.09422750424448217,383,0.16256366723259763,7,0.0029711375212224107,385,0.16341256366723259,140,0.059422750424448216,0,0.0,38,0.016129032258064516
H,2017-05-04,Katy,TX,0,HARRIS COUNTY SHERIFF'S OFFICE,1,800,640,0,0,0,0,0,0,2207,1099,0.4979610330765745,588,0.266425011327594,462,0.20933393747168103,2,0.0009062075215224287,56,0.025373810602628003,0,0.0,0,0.0,0,0.0
W,2017-05-06,San Diego,CA,1,SAN DIEGO POLICE DEPARTMENT,1,928,800,1,0,1,0,0,0,1857,1175,0.6327409800753904,117,0.0630048465266559,395,0.21270866989768444,12,0.006462035541195477,156,0.0840064620355412,2,0.0010770059235325794,0,0.0,0,0.0
B,2017-05-07,Phenix City,AL,1,OPEILKA POLICE DEPARTMENT,0,520,450,0,1,1,1,0,0,82,65,0.7926829268292683,14,0.17073170731707318,3,0.036585365853658534,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2017-05-07,Buffalo,NY,0,BUFFALO CITY POLICE DEPARTMENT,0,916,640,0,0,0,0,0,0,700,486,0.6942857142857143,156,0.22285714285714286,53,0.07571428571428572,1,0.0014285714285714286,2,0.002857142857142857,0,0.0,0,0.0,2,0.002857142857142857
W,2017-05-07,Las Vegas,NV,0,LAS VEGAS METRO POLICE DEPARTMENT,1,1070,960,0,0,0,0,0,0,3387,2329,0.6876291703572484,332,0.09802184824328314,441,0.13020372010628875,21,0.006200177147918512,155,0.04576321228225568,29,0.008562149394744612,80,0.023619722468261,0,0.0
B,2017-05-07,Austin,TX,0,AUSTIN POLICE DEPARTMENT,1,1200,560,1,0,0,0,1,0,1812,1232,0.6799116997792495,178,0.09823399558498896,358,0.19757174392935983,4,0.002207505518763797,40,0.02207505518763797,0,0.0,0,0.0,0,0.0
B,2017-05-08,Rancho Cordova,CA,0,SACRAMENTO COUNTY SHERIFF'S OFFICE,1,956,520,0,0,0,0,1,1,1246,871,0.6990369181380417,62,0.04975922953451043,175,0.1404494382022472,14,0.011235955056179775,113,0.09069020866773676,7,0.0056179775280898875,4,0.0032102728731942215,0,0.0
W,2017-05-08,Los Angeles,CA,0,LOS ANGELES POLICE DEPARTMENT,1,912,2080,0,0,0,0,1,1,9809,3242,0.330512794372515,1025,0.10449587113875013,4513,0.4600876745845652,34,0.0034662045060658577,738,0.0752370272199001,231,0.02354980120297686,0,0.0,26,0.0026506269752268326
B,2017-05-09,Jacksonville,FL,0,JACKSONVILLE SHERIFF'S OFFICE,0,790,560,0,1,1,0,0,0,1577,1182,0.7495244134432467,268,0.1699429296131896,82,0.05199746353836398,7,0.004438807863031071,35,0.02219403931515536,2,0.0012682308180088776,1,0.0006341154090044388,0,0.0
W,2017-05-09,Westminster,CO,0,WESTMINSTER POLICE DEPARTMENT,0,561,480,1,1,1,1,1,1,171,149,0.8713450292397661,1,0.005847953216374269,17,0.09941520467836257,0,0.0,4,0.023391812865497075,0,0.0,0,0.0,0,0.0
W,2017-05-09,Lexington,SC,0,LEXINGTON COUNTY SHERIFF'S OFFICE,1,480,340,0,0,0,0,0,0,281,256,0.9110320284697508,23,0.08185053380782918,2,0.0071174377224199285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2017-05-09,Tiffin,OH,0,SENECA COUNTY SHERIFF'S OFFICE,0,695,160,0,0,0,0,0,0,34,32,0.9411764705882353,0,0.0,2,0.058823529411764705,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2017-05-09,Brighton Township,MI,0,LIVINGSTON COUNTY SHERIFF'S OFFICE,1,480,580,0,1,1,0,1,0,52,52,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2017-05-10,Portland,OR,0,PORTLAND POLICE BUREAU,0,1334,920,0,0,1,0,0,0,881,742,0.8422247446083996,34,0.03859250851305335,34,0.03859250851305335,2,0.0022701475595913734,54,0.06129398410896708,1,0.0011350737797956867,14,0.015891032917139614,0,0.0
B,2017-05-10,St. Louis,MO,0,LAKESHIRE POLICE DEPARTMENT,0,880,0,0,1,1,1,1,1,4,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2017-05-10,Barona Indian Reservation,CA,0,SAN DIEGO COUNTY SHERIFF'S OFFICE,1,928,570,0,0,0,0,0,0,1322,885,0.6694402420574886,59,0.04462934947049924,279,0.21104387291981846,11,0.00832072617246596,64,0.048411497730711045,24,0.018154311649016642,0,0.0,0,0.0
H,2017-05-11,Arlington,TX,0,ARLINGTON POLICE DEPARTMENT,1,1280,720,0,0,0,0,0,0,630,391,0.6206349206349207,115,0.18253968253968253,93,0.14761904761904762,7,0.011111111111111112,24,0.0380952380952381,0,0.0,0,0.0,0,0.0
W,2017-05-12,Billings,MT,0,BILLINGS POLICE DEPARTMENT,0,480,560,0,1,1,1,0,0,148,140,0.9459459459459459,2,0.013513513513513514,3,0.02027027027027027,1,0.006756756756756757,1,0.006756756756756757,1,0.006756756756756757,0,0.0,0,0.0
W,2017-05-12,Baldwin County,AL,0,BALDWIN COUNTY SHERIFF'S OFFICE,1,480,504,0,0,1,0,0,0,109,100,0.9174311926605505,8,0.07339449541284404,0,0.0,0,0.0,1,0.009174311926605505,0,0.0,0,0.0,0,0.0
W,2017-05-12,Jupiter,FL,0,PALM BEACH COUNTY SHERIFF'S OFFICE,1,822,920,0,1,1,1,1,1,1539,1119,0.7270955165692008,172,0.11176088369070825,224,0.14554905782975958,2,0.001299545159194282,19,0.012345679012345678,0,0.0,3,0.001949317738791423,0,0.0
B,2017-05-12,Philadelphia,PA,0,PHILADELPHIA CITY POLICE DEPARTMENT,1,192,0,1,0,0,0,0,0,6031,3450,0.5720444370751119,1961,0.32515337423312884,505,0.08373404078925552,6,0.000994859890565412,98,0.016249378212568395,11,0.0018239097993699221,0,0.0,0,0.0
W,2017-05-13,West Allis,WI,0,NEW BERLIN POLICE DEPARTMENT,0,720,720,0,0,1,1,0,0,68,65,0.9558823529411765,0,0.0,3,0.04411764705882353,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2017-05-13,Columbia,MO,0,COLUMBIA POLICE DEPARTMENT,1,600,820,1,0,1,1,0,0,169,151,0.893491124260355,7,0.04142011834319527,5,0.029585798816568046,1,0.005917159763313609,1,0.005917159763313609,0,0.0,0,0.0,4,0.023668639053254437
H,2017-05-14,Kingman,AZ,0,YAVAPAI COUNTY SHERIFF'S OFFICE,1,800,700,0,0,0,0,0,0,135,117,0.8666666666666667,0,0.0,16,0.11851851851851852,0,0.0,2,0.014814814814814815,0,0.0,0,0.0,0,0.0
W,2017-05-14,Pulaski,VA,0,DUBLIN POLICE DEPARTMENT,0,960,504,0,1,1,0,1,1,8,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2017-05-15,Phoenix,AZ,0,PHOENIX POLICE DEPARTMENT,1,920,640,0,0,0,0,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
B,2017-05-15,Richmond,VA,0,RICHMOND POLICE DEPARTMENT,1,1736,320,0,0,0,0,1,1,701,425,0.6062767475035663,231,0.32952924393723254,30,0.042796005706134094,0,0.0,13,0.018544935805991442,0,0.0,2,0.0028530670470756064,0,0.0
W,2017-05-15,Johnson City,TN,0,JOHNSON CITY POLICE DEPARTMENT,1,450,592,0,0,1,0,1,1,151,148,0.9801324503311258,1,0.006622516556291391,1,0.006622516556291391,0,0.0,0,0.0,0,0.0,1,0.006622516556291391,0,0.0
H,2017-05-15,Del Mar,CA,0,SAN DIEGO COUNTY SHERIFF'S OFFICE,1,928,570,0,0,0,0,0,0,1322,885,0.6694402420574886,59,0.04462934947049924,279,0.21104387291981846,11,0.00832072617246596,64,0.048411497730711045,24,0.018154311649016642,0,0.0,0,0.0
W,2017-05-15,Wewoka,OK,0,SEMINOLE COUNTY SHERIFF'S OFFICE,0,360,0,0,1,1,0,1,1,17,16,0.9411764705882353,0,0.0,0,0.0,1,0.058823529411764705,0,0.0,0,0.0,0,0.0,0,0.0
W,2017-05-16,Washington,DC,0,"METROPOLITAN POLICE DEPARTMENT, DC",1,960,520,0,1,1,1,1,1,3712,1326,0.3572198275862069,1961,0.5282866379310345,298,0.08028017241379311,3,0.0008081896551724138,124,0.0334051724137931,0,0.0,0,0.0,0,0.0
B,2017-05-16,Tempe,AZ,0,TEMPE POLICE DEPARTMENT,1,825,600,0,0,0,0,1,1,347,238,0.6858789625360231,21,0.06051873198847262,62,0.1786743515850144,2,0.005763688760806916,5,0.01440922190201729,0,0.0,1,0.002881844380403458,18,0.05187319884726225
H,2017-05-16,Tustin,CA,0,SANTA ANA POLICE DEPARTMENT,0,1200,960,0,0,1,0,0,0,312,103,0.3301282051282051,6,0.019230769230769232,181,0.5801282051282052,1,0.003205128205128205,19,0.060897435897435896,0,0.0,2,0.00641025641025641,0,0.0
W,2017-05-16,Three Forks,MT,0,GALLATIN COUNTY SHERIFF'S OFFICE,0,480,520,0,1,1,1,0,0,58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58,1.0
W,2017-05-17,Arlington,VA,0,ARLINGTON COUNTY POLICE DEPARTMENT,1,1070,630,0,0,0,0,1,1,361,279,0.7728531855955678,40,0.11080332409972299,30,0.08310249307479224,0,0.0,3,0.008310249307479225,0,0.0,3,0.008310249307479225,6,0.01662049861495845
W,2017-05-20,Lower Mount Bethel,PA,0,PENNSYLVANIA STATE POLICE,0,1168,0,0,0,0,0,0,0,4343,4066,0.9362192033156804,151,0.034768593138383604,80,0.018420446695832374,7,0.0016117890858853327,35,0.008058945429426664,4,0.0009210223347916187,0,0.0,0,0.0
W,2017-05-20,Pleasanton,CA,1,HAYWARD POLICE DEPARTMENT,1,880,400,0,0,1,0,1,1,191,118,0.6178010471204188,16,0.08376963350785341,34,0.17801047120418848,0,0.0,9,0.04712041884816754,0,0.0,14,0.07329842931937172,0,0.0
B,2017-05-21,Appleton,WI,0,APPLETON POLICE DEPARTMENT,1,720,0,0,0,1,0,0,0,109,100,0.9174311926605505,1,0.009174311926605505,4,0.03669724770642202,1,0.009174311926605505,3,0.027522935779816515,0,0.0,0,0.0,0,0.0
W,2017-05-21,Allentown,PA,0,ALLENTOWN CITY POLICE DEPARTMENT,0,754,480,0,0,1,0,0,0,218,191,0.8761467889908257,7,0.03211009174311927,19,0.0871559633027523,0,0.0,1,0.0045871559633027525,0,0.0,0,0.0,0,0.0
B,2017-05-21,Converse,LA,0,SABINE PARISH SHERIFF'S OFFICE,1,360,0,0,0,1,0,0,0,59,50,0.847457627118644,9,0.15254237288135594,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2017-05-21,Orlando,FL,0,OSCEOLA COUNTY SHERIFF'S OFFICE,0,770,800,0,0,1,0,0,0,390,266,0.6820512820512821,8,0.020512820512820513,112,0.28717948717948716,1,0.002564102564102564,3,0.007692307692307693,0,0.0,0,0.0,0,0.0
W,2017-05-22,Mountain Home,ID,0,ELMORE COUNTY SHERIFF'S OFFICE,1,400,640,0,1,1,1,0,0,16,14,0.875,0,0.0,2,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2017-05-23,Pahrump,NV,0,LAS VEGAS METRO POLICE DEPARTMENT,1,1070,960,0,0,0,0,0,0,3387,2329,0.6876291703572484,332,0.09802184824328314,441,0.13020372010628875,21,0.006200177147918512,155,0.04576321228225568,29,0.008562149394744612,80,0.023619722468261,0,0.0
W,2017-05-23,San Francisco,CA,0,DALY CITY POLICE DEPARTMENT,0,880,880,0,0,1,0,0,0,104,67,0.6442307692307693,5,0.04807692307692308,19,0.18269230769230768,0,0.0,7,0.0673076923076923,4,0.038461538461538464,2,0.019230769230769232,0,0.0
W,2017-05-23,Knoxville,TN,0,KNOXVILLE POLICE DEPARTMENT,0,1120,860,1,0,0,0,0,0,379,353,0.9313984168865436,23,0.06068601583113457,1,0.002638522427440633,0,0.0,1,0.002638522427440633,1,0.002638522427440633,0,0.0,0,0.0
H,2017-05-23,Glendale,AZ,0,GLENDALE POLICE DEPARTMENT,1,880,560,1,0,0,0,0,0,415,308,0.7421686746987952,18,0.043373493975903614,59,0.14216867469879518,1,0.0024096385542168677,13,0.03132530120481928,0,0.0,0,0.0,16,0.03855421686746988
W,2017-05-24,Canton,OH,1,CANTON POLICE DEPARTMENT,1,695,640,1,0,0,0,1,0,162,139,0.8580246913580247,18,0.1111111111111111,2,0.012345679012345678,0,0.0,1,0.006172839506172839,0,0.0,2,0.012345679012345678,0,0.0
H,2017-05-24,Los Angeles,CA,0,LOS ANGELES COUNTY SHERIFF'S DEPARTMENT,0,880,1040,1,0,0,0,1,1,9351,3659,0.39129504865789755,841,0.08993690514383489,4171,0.4460485509571169,24,0.0025665704202759063,656,0.07015292482087478,0,0.0,0,0.0,0,0.0
H,2017-05-26,San Rafael,NM,0,ALBUQUERQUE POLICE DEPARTMENT,1,1040,640,1,0,0,0,1,0,816,459,0.5625,16,0.0196078431372549,318,0.3897058823529412,8,0.00980392156862745,5,0.006127450980392157,3,0.003676470588235294,7,0.00857843137254902,0,0.0
W,2017-05-26,St. Louis,MO,0,LAKESHIRE POLICE DEPARTMENT,0,880,0,0,1,1,1,1,1,4,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2017-05-26,Tucson,AZ,0,TUCSON POLICE DEPARTMENT,1,920,480,0,0,0,0,0,0,876,573,0.6541095890410958,18,0.02054794520547945,249,0.2842465753424658,7,0.007990867579908675,22,0.02511415525114155,4,0.0045662100456621,3,0.003424657534246575,0,0.0
W,2017-05-27,Oneida,TN,0,JELLICO POLICE DEPARTMENT,0,502,240,0,0,1,1,0,0,5,5,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2017-05-28,Cary,NC,0,HOLLY SPRINGS PUBLIC SAFETY,0,616,480,0,0,1,0,0,0,47,42,0.8936170212765957,5,0.10638297872340426,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2017-05-29,Vacaville,CA,1,SOLANO COUNTY SHERIFF'S OFFICE,1,880,640,0,1,1,1,1,1,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
W,2017-05-31,Hesperia,CA,0,CALIFORNIA HIGHWAY PATROL,0,0,0,0,0,0,0,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
W,2017-05-31,Centennial,CO,0,ARAPAHOE COUNTY SHERIFF'S OFFICE,1,800,600,0,0,0,0,0,0,362,313,0.8646408839779005,12,0.03314917127071823,29,0.08011049723756906,1,0.0027624309392265192,4,0.011049723756906077,1,0.0027624309392265192,0,0.0,2,0.0055248618784530384
H,2017-06-01,Las Vegas,NV,0,LAS VEGAS METRO POLICE DEPARTMENT,1,1070,960,0,0,0,0,0,0,3387,2329,0.6876291703572484,332,0.09802184824328314,441,0.13020372010628875,21,0.006200177147918512,155,0.04576321228225568,29,0.008562149394744612,80,0.023619722468261,0,0.0
W,2017-06-02,Yulee,FL,0,NASSAU COUNTY SHERIFF'S OFFICE,0,770,770,0,1,1,0,0,0,115,109,0.9478260869565217,4,0.034782608695652174,2,0.017391304347826087,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
