,AGENCYNAME,CITY,STATE,COUNTY,FIPS,ORI9,POPSERVED,AGENCYTYPE,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,Poverty,Unemployment,gun_homicide_rate_smoothed,lat,lng,PERS_TOTAL,OPER_DIS,PERS_WHITE,FRAC_WHITE,PERS_BLACK,FRAC_BLACK,PERS_HISP,POL_CULTAW,FRAC_HISP,CP_MISSION,CP_PLAN,POL_MENTILL,PERS_CULTURE,PERS_CONFLICT
814,GRAYSON COUNTY SHERIFF'S OFFICE,INDEPENDENCE,VA,GRAYSON,51077,VA0380000,15107,2,VA,Grayson,15573.0,7675.0,7898.0,2.9,92.4,2.7,0.2,0.1,0.0,29942.0,21.4,9.0,2.1,36.6721195,-81.20781640000001,27,5500,27,1.0,0,0.0,0,2,0.0,1,1,1,2,2
815,HILLSVILLE POLICE DEPARTMENT,HILLSVILLE,VA,CARROLL,51035,VA0180100,2655,1,VA,Carroll,29856.0,14955.0,14901.0,2.9,95.3,0.8,0.0,0.2,0.0,35000.0,16.9,6.7,2.4,36.6778699,-80.7214417,13,800,13,1.0,0,0.0,0,1,0.0,-8,2,1,2,2
817,WISE POLICE DEPARTMENT,WISE,VA,WISE,51195,VA0960600,3083,1,VA,Wise,40530.0,20986.0,19544.0,1.2,92.0,5.3,0.1,0.5,0.0,37407.0,22.4,11.0,2.7,36.975934499999994,-82.5757108,12,9682,12,1.0,0,0.0,0,1,0.0,2,2,1,2,2
818,CLINTON POLICE DEPARTMENT,CLINTON,UT,DAVIS,49011,UT0061100,21672,1,UT,Davis,323374.0,162703.0,160671.0,9.0,84.9,1.1,0.3,1.9,0.6,71112.0,7.7,4.2,1.5,40.962884499999994,-112.09532970000001,16,5600,15,0.9375,0,0.0,1,1,0.0625,1,1,1,1,1
820,DANDRIDGE POLICE DEPARTMENT,DANDRIDGE,TN,JEFFERSON,47089,TN0450300,2956,1,TN,Jefferson,52490.0,25876.0,26614.0,3.4,92.4,2.5,0.2,0.2,0.0,42417.0,16.5,9.1,3.2,36.041782500000004,-83.46435509999998,11,3816,11,1.0,0,0.0,0,2,0.0,1,2,2,2,2
821,DUNLAP POLICE DEPARTMENT,DUNLAP,TN,SEQUATCHIE,47153,TN0770100,5132,1,TN,Sequatchie,14592.0,7172.0,7420.0,3.4,86.5,0.2,0.9,0.0,0.0,45408.0,16.3,9.0,6.0,35.11554520000001,-85.59435309999998,12,3827,12,1.0,0,0.0,0,2,0.0,-8,2,2,1,1
822,MARION COUNTY SHERIFF'S OFFICE,JASPER,TN,MARION,47115,TN0580000,28446,2,TN,Marion,28306.0,13861.0,14445.0,1.5,92.3,1.5,0.3,0.4,0.0,41348.0,19.2,6.7,5.5,35.092851200000005,-85.64348700000002,26,10000,25,0.9615384615384616,1,0.038461538461538464,0,2,0.0,2,2,2,1,1
827,DEADWOOD POLICE DEPARTMENT,DEADWOOD,SD,LAWRENCE,46081,SD0400100,1264,1,SD,Lawrence,24645.0,12202.0,12443.0,3.1,91.3,0.4,3.1,0.8,0.0,45548.0,13.1,3.8,0.9,44.31065299999999,-103.7979877,12,5000,12,1.0,0,0.0,0,1,0.0,1,1,1,2,2
832,SPEARFISH POLICE DEPARTMENT,SPEARFISH,SD,LAWRENCE,46081,SD0400300,11531,1,SD,Lawrence,24645.0,12202.0,12443.0,3.1,91.3,0.4,3.1,0.8,0.0,45548.0,13.1,3.8,0.9,44.31065299999999,-103.7979877,21,14500,21,1.0,0,0.0,0,2,0.0,1,1,1,2,2
839,RICHMOND POLICE,WYOMING,RI,WASHINGTON,44009,RI0050500,7613,1,RI,Washington,126405.0,61286.0,65119.0,2.8,91.6,1.5,0.8,1.8,0.0,72807.0,9.9,6.4,0.9,41.45681130000001,-71.66733520000001,14,16000,14,1.0,0,0.0,0,2,0.0,1,2,1,2,2
840,AMITY TOWNSHIP POLICE DEPARTMENT,DOUGLASSVILLE,PA,BERKS,42011,PA0065000,12874,1,PA,Berks,413965.0,203262.0,210703.0,18.2,74.7,4.1,0.1,1.4,0.0,55936.0,14.2,9.0,1.6,40.345156599999996,-75.9927652,14,7444,13,0.9285714285714286,0,0.0,0,1,0.0,1,1,1,1,1
842,EAST HEMPFIELD TOWNSHIP POLICE DEPARTMENT,LANDISVILLE,PA,LLANCASTER,42071,PA0362300,24366,1,PA,Lancaster,530216.0,259423.0,270793.0,9.6,83.4,3.5,0.1,2.0,0.0,57721.0,10.7,6.1,2.5,40.0378755,-76.3055144,33,16000,32,0.9696969696969697,0,0.0,0,1,0.0,1,2,1,2,2
847,LOWER ALLEN TOWNSHIP POLICE DEPARTMENT,CAMP HILL,PA,CUMBERLAND,42041,PA0210600,19366,1,PA,Cumberland,241427.0,119074.0,122353.0,3.2,87.9,3.3,0.1,3.4,0.0,61820.0,8.8,5.6,2.7,40.1299841,-77.2405153,20,12800,20,1.0,0,0.0,0,1,0.0,1,1,1,2,2
849,MARPLE TOWNSHIP POLICE DEPARTMENT,BROOMALL,PA,DELAWARE COUNTY,42045,PA0231700,23780,1,PA,Delaware,561683.0,269512.0,292171.0,3.4,69.2,20.3,0.1,5.0,0.0,65123.0,10.6,8.2,7.7,39.907793,-75.38785250000001,28,15000,28,1.0,0,0.0,0,1,0.0,2,2,1,2,2
854,NORTHERN LANCASTER COUNTY REGIONAL POLICE DEPARTMENT,STEVENS,PA,LANCASTER,42071,PA0365800,33839,1,PA,Lancaster,530216.0,259423.0,270793.0,9.6,83.4,3.5,0.1,2.0,0.0,57721.0,10.7,6.1,2.5,40.0378755,-76.3055144,26,16000,26,1.0,0,0.0,0,1,0.0,1,1,1,2,2
855,NORTHWEST LANCASTER COUNTY REGIONAL POLICE DEPARTM,ELIZABETHTOWN,PA,LANCASTER,42071,PA0362600,18992,1,PA,Lancaster,530216.0,259423.0,270793.0,9.6,83.4,3.5,0.1,2.0,0.0,57721.0,10.7,6.1,2.5,40.0378755,-76.3055144,17,3900,17,1.0,0,0.0,0,2,0.0,1,2,1,2,2
857,POCONO TOWNSHIP POLICE DEPARTMENT,TANNERSVILLE,PA,MONROE,42089,PA0450700,10757,1,PA,Monroe,167881.0,82806.0,85075.0,14.2,68.5,12.7,0.2,2.2,0.0,57365.0,12.5,12.0,1.6,41.0458376,-75.2479061,17,10000,17,1.0,0,0.0,0,2,0.0,-8,2,1,2,1
858,WARRINGTON TOWNSHIP POLICE DEPARTMENT,WARRINGTON,PA,BUCKS,42017,PA0094500,24227,1,PA,Bucks,626583.0,307126.0,319457.0,4.7,85.5,3.7,0.1,4.3,0.0,77568.0,6.0,7.0,6.3,40.410796399999995,-75.2479061,31,14000,29,0.9354838709677419,0,0.0,0,2,0.0,1,1,1,2,2
859,WILLIAMS POLICE DEPARTMENT,WILLIAMS,AZ,COCONINO,4005,AZ0030700,3159,1,AZ,Coconino,136701.0,67553.0,69148.0,13.8,54.7,1.4,26.0,1.6,0.1,50234.0,22.7,8.8,2.7,35.6647545,-111.47528510000001,13,3800,11,0.8461538461538461,1,0.07692307692307693,1,1,0.07692307692307693,1,1,1,1,2
860,BELMONT POLICE DEPARTMENT,BELMONT,CA,SAN MATEO,6081,CA0410200,27081,1,CA,San Mateo,748731.0,368416.0,380315.0,25.3,40.8,2.5,0.1,26.2,1.4,93623.0,8.0,6.7,2.8,37.562991700000005,-122.32552539999999,29,17664,24,0.8275862068965517,3,0.10344827586206896,2,1,0.06896551724137931,1,1,1,1,1
862,EL CAJON POLICE DEPARTMENT,EL CAJON,CA,SAN DIEGO,6073,CA0370500,103768,1,CA,San Diego,3223096.0,1618945.0,1604151.0,32.9,47.0,4.7,0.4,11.2,0.4,64309.0,14.5,8.7,1.7,32.715738,-117.1610838,118,56776,93,0.788135593220339,1,0.00847457627118644,10,2,0.0847457627118644,1,2,1,2,2
863,ORLAND POLICE DEPARTMENT,ORLAND,CA,GLENN,6021,CA0110100,7587,1,CA,Glenn,28029.0,14168.0,13861.0,39.6,53.7,0.9,1.7,2.5,0.3,39349.0,20.8,12.6,3.2,39.5218283,-122.01386509999999,11,3564,10,0.9090909090909091,0,0.0,1,2,0.09090909090909091,1,2,1,2,2
864,PIEDMONT POLICE DEPARTMENT,PIEDMONT,CA,ALAMEDA,6001,CA0011000,11353,1,CA,Alameda,1584983.0,776699.0,808284.0,22.6,33.0,11.3,0.3,27.5,0.8,75619.0,12.5,8.3,3.6,37.7798721,-122.2821855,18,11000,12,0.6666666666666666,3,0.16666666666666666,3,1,0.16666666666666666,1,2,1,2,2
866,AVON POLICE DEPARTMENT,AVON,CO,EAGLE,8037,CO0190600,6525,1,CO,Eagle,52576.0,27887.0,24689.0,30.0,67.0,0.6,0.3,1.0,0.1,72214.0,9.2,4.4,1.1,39.655263399999995,-106.8286507,18,16039,17,0.9444444444444444,0,0.0,1,1,0.05555555555555555,1,-9,1,2,2
869,LAMAR POLICE DEPARTMENT,LAMAR,CO,PROWERS,8099,CO0500100,7534,1,CO,Prowers,12235.0,6137.0,6098.0,35.9,61.6,0.4,0.3,0.4,0.0,40179.0,19.0,9.7,,37.84337560000001,-102.25479190000001,20,24000,16,0.8,0,0.0,4,2,0.2,2,1,1,2,2
873,AVON POLICE DEPARTMENT,AVON,CT,HARTFORD,9003,CT0000400,18364,1,CT,Hartford,896943.0,434784.0,462159.0,16.6,63.9,12.6,0.1,4.7,0.0,66395.0,11.9,9.3,2.2,41.76580429999999,-72.6733723,30,20881,27,0.9,1,0.03333333333333333,2,1,0.06666666666666667,1,1,1,1,1
875,BAY HARBOR ISLANDS POLICE DEPARTMENT,BAY HARBOR ISLANDS,FL,MIAMI-DADE,12086,FL0132200,5975,1,FL,Miami-Dade,2639042.0,1280221.0,1358821.0,65.6,15.1,16.8,0.1,1.5,0.0,43129.0,20.4,10.0,5.2,25.551603399999998,-80.6326916,22,22309,17,0.7727272727272727,1,0.045454545454545456,4,1,0.18181818181818182,1,1,1,1,2
876,GLADES COUNTY SHERIFF'S OFFICE,MOORE HAVEN,FL,GLADES,12043,FL0220000,13970,2,FL,Glades,13272.0,7319.0,5953.0,21.2,60.9,12.5,4.0,0.4,0.0,34877.0,20.2,12.9,4.3,26.984415000000002,-81.0754657,26,5762,20,0.7692307692307693,0,0.0,6,1,0.23076923076923078,1,2,1,2,2
877,INDIAN HARBOUR BEACH POLICE DEPARTMEN,INDIAN HARBOUR BEACH,FL,BREVARD,12009,FL0050600,8586,1,FL,Brevard,553591.0,270544.0,283047.0,9.1,76.1,9.9,0.3,2.2,0.1,48925.0,14.0,10.9,4.3,28.263933,-80.7214417,20,3280,16,0.8,1,0.05,3,1,0.15,1,2,1,2,2
878,OKEECHOBEE POLICE DEPARTMENT,OKEECHOBEE,FL, ,12093,FL0470100,5691,1,FL,Okeechobee,39255.0,21176.0,18079.0,25.0,63.9,8.6,0.7,1.0,0.0,35405.0,27.7,11.8,4.1,27.2439349,-80.82978279999998,19,6922,14,0.7368421052631579,0,0.0,5,2,0.2631578947368421,2,2,2,2,2
880,DADE COUNTY SHERIFF'S DEPARTMENT,TRENTON,GA,DADE,13083,GA0410000,16257,2,GA,Dade,16445.0,7997.0,8448.0,2.1,94.0,1.2,0.1,1.0,0.4,46434.0,15.2,6.1,5.3,34.910901700000004,-85.47880649999998,26,12500,25,0.9615384615384616,0,0.0,1,1,0.038461538461538464,1,2,1,1,1
882,GREENE COUNTY SHERIFF'S OFFICE,GREENSBORO,GA,GREENE,13133,GA0660000,17003,2,GA,Greene,16331.0,7972.0,8359.0,6.2,55.9,36.3,0.0,0.7,0.0,42408.0,24.9,6.8,2.5,33.5186591,-83.1649001,32,23000,26,0.8125,5,0.15625,0,2,0.0,1,2,1,2,2
884,HOUSTON COUNTY SHERIFF'S DEPARTMENT,WARNER ROBINS,GA,HOUSTON,13153,GA0760000,152122,2,GA,Houston,147570.0,71562.0,76008.0,6.5,58.5,29.1,0.2,2.8,0.0,53270.0,17.2,9.7,7.3,32.421965500000006,-83.63484299999998,128,72791,111,0.8671875,14,0.109375,2,1,0.015625,2,2,1,1,1
886,MORGAN COUNTY SHERIFF'S OFFICE,MADISON,GA,MORGAN,13211,GA1040000,18170,2,GA,Morgan,17900.0,8530.0,9370.0,2.9,71.7,23.1,0.1,0.4,0.0,51820.0,14.3,6.9,4.9,31.537673100000003,-84.59936009999998,29,6000,25,0.8620689655172413,4,0.13793103448275862,0,1,0.0,1,1,1,2,2
890,POLK COUNTY SHERIFF'S OFFICE,CEDARTOWN,GA,POLK,13233,GA1150000,41776,2,GA,Polk,41215.0,20182.0,21033.0,12.7,71.9,13.3,0.0,0.8,0.0,37853.0,21.5,10.2,4.1,34.0132398,-85.14793639999998,31,56,28,0.9032258064516129,1,0.03225806451612903,1,1,0.03225806451612903,-8,2,1,2,2
891,TOWNS COUNTY SHERIFF'S DEPARTMENT,YOUNG HARRIS,GA,TOWNS,13281,GA1390000,11391,2,GA,Towns,10800.0,5213.0,5587.0,2.4,95.1,0.7,0.5,0.2,0.0,37000.0,18.6,10.0,2.6,34.9208214,-83.7199136,19,28892,19,1.0,0,0.0,0,1,0.0,1,2,1,2,2
895,DECORAH POLICE DEPARTMENT,DECORAH,IA, ,19191,IA0960100,7918,1,IA,Winneshiek,20884.0,10386.0,10498.0,2.1,95.3,0.9,0.2,1.2,0.0,54429.0,8.1,3.0,,43.2362611,-91.9099238,12,4515,12,1.0,0,0.0,0,2,0.0,1,2,1,1,1
896,HENRY COUNTY SHERIFF'S OFFICE,MOUNT PLEASANT,IA,HENRY,19087,IA0440000,19773,2,IA,Henry,20080.0,10254.0,9826.0,4.4,88.9,2.3,0.3,2.2,0.0,49321.0,14.5,5.1,2.1,41.028360299999996,-91.5983959,11,17846,11,1.0,0,0.0,0,2,0.0,1,2,1,2,2
898,LEMARS POLICE DEPARTMENT,LE MARS,IA,PLYMOUTH,19149,IA0750100,9935,1,IA,Plymouth,24853.0,12269.0,12584.0,3.7,94.1,0.5,0.1,0.3,0.3,57130.0,7.8,3.4,,43.2446852,-93.12159240000001,14,2000,14,1.0,0,0.0,0,2,0.0,-8,2,2,2,2
903,PLYMOUTH COUNTY SHERIFF'S OFFICE,LE MARS,IA,PLYMOUTH,19149,IA0750000,25200,2,IA,Plymouth,24853.0,12269.0,12584.0,3.7,94.1,0.5,0.1,0.3,0.3,57130.0,7.8,3.4,,43.2446852,-93.12159240000001,11,3000,11,1.0,0,0.0,0,1,0.0,2,2,1,2,2
905,POWESHIEK COUNTY SHERIFF'S OFFICE,MONTEZUMA,IA,POWESHIEK,19157,IA0790000,18533,2,IA,Poweshiek,18705.0,8987.0,9718.0,2.9,92.5,1.1,0.0,2.1,0.1,51006.0,10.4,4.8,,41.6530119,-92.539603,13,18133,13,1.0,0,0.0,0,2,0.0,-8,2,1,2,2
908,RATHDRUM POLICE DEPARTMENT,RATHDRUM,ID,KOOTENAI,16055,ID0280500,7921,1,ID,Kootenai,145046.0,71718.0,73328.0,4.2,91.3,0.3,1.3,0.7,0.1,49403.0,13.0,7.9,1.9,48.3102037,-116.5135257,14,6424,14,1.0,0,0.0,0,1,0.0,1,1,1,2,2
912,BRADLEY POLICE DEPARTMENT,BRADLEY,IL,KANKAKEE,17091,IL0460100,15471,1,IL,Kankakee,112221.0,55164.0,57057.0,9.6,72.6,14.9,0.2,1.1,0.0,52110.0,16.1,9.8,5.8,41.1200325,-87.8611531,32,20000,29,0.90625,1,0.03125,2,1,0.0625,1,2,1,2,2
913,CLINTON COUNTY SHERIFF'S OFFICE,CARLYLE,IL,CLINTON,17027,IL0140000,37729,2,IL,Clinton,37929.0,19473.0,18456.0,3.0,91.7,3.4,0.1,0.5,0.0,63236.0,8.9,4.9,6.3,40.153647899999996,-88.9645253,16,10000,15,0.9375,1,0.0625,0,2,0.0,2,2,1,2,2
917,EAST PEORIA POLICE DEPARTMENT,EAST PEORIA,IL,TAZEWELL COUNTY,17179,IL0900300,19276,1,IL,Tazewell,135697.0,66990.0,68707.0,2.2,94.3,1.2,0.1,0.9,0.0,58194.0,8.7,5.5,2.4,40.5522078,-89.4742177,48,36000,47,0.9791666666666666,1,0.020833333333333332,0,1,0.0,2,2,1,2,2
919,FLOSSMOOR POLICE DEPARTMENT,FLOSSMOOR,IL,COOK,17031,IL0163400,9362,1,IL,Cook,5236393.0,2537245.0,2699148.0,24.7,43.1,23.7,0.1,6.7,0.0,55251.0,17.1,10.7,7.5,41.737658700000004,-87.697554,19,4631,16,0.8421052631578947,2,0.10526315789473684,0,1,0.0,1,2,1,2,2
920,MARION COUNTY SHERIFFS OFFICE,SALEM,IL,MARION,17121,IL0610000,38140,2,IL,Marion,38665.0,18929.0,19736.0,1.7,91.9,3.7,0.2,0.7,0.0,42238.0,18.6,9.6,1.2,37.7306054,-88.9331256,14,9397,14,1.0,0,0.0,0,2,0.0,-8,2,2,2,1
922,METROPOLIS POLICE DEPARTMENT,METROPOLIS,IL,MASSAC,17127,IL0640300,6283,1,IL,Massac,15016.0,7244.0,7772.0,2.5,89.1,6.0,0.0,0.4,0.0,40977.0,18.3,8.8,1.9,37.2478298,-88.7493998,14,10721,13,0.9285714285714286,0,0.0,0,1,0.0,1,2,1,2,2
923,MONTGOMERY COUNTY SHERIFF'S OFFICE,HILLSBORO,IL,MONTGOMERY,17135,IL0680000,28952,2,IL,Montgomery,29348.0,15282.0,14066.0,1.6,88.1,8.8,0.2,0.5,0.0,46966.0,14.8,5.4,2.5,41.730585,-88.3459048,15,11180,15,1.0,0,0.0,0,2,0.0,2,2,2,2,2
924,NORTHBROOK POLICE DEPARTMENT,NORTHBROOK,IL,COOK COUNTY,17031,IL0167500,33421,1,IL,Cook,5236393.0,2537245.0,2699148.0,24.7,43.1,23.7,0.1,6.7,0.0,55251.0,17.1,10.7,7.5,41.737658700000004,-87.697554,67,10000,64,0.9552238805970149,0,0.0,2,2,0.029850746268656716,1,1,1,2,2
925,OAK PARK POLICE DEPARTMENT,OAK PARK,IL,COOK COUNTY,17031,IL0168100,51774,1,IL,Cook,5236393.0,2537245.0,2699148.0,24.7,43.1,23.7,0.1,6.7,0.0,55251.0,17.1,10.7,7.5,41.737658700000004,-87.697554,110,59758,75,0.6818181818181818,21,0.19090909090909092,11,2,0.1,1,1,1,2,2
926,PARK FOREST POLICE DEPARTMENT,PARK FOREST,IL,COOK,17031,IL0168800,18514,1,IL,Cook,5236393.0,2537245.0,2699148.0,24.7,43.1,23.7,0.1,6.7,0.0,55251.0,17.1,10.7,7.5,41.737658700000004,-87.697554,42,17950,38,0.9047619047619048,4,0.09523809523809523,0,1,0.0,1,1,1,1,1
930,ROSELLE POLICE DEPARTMENT,ROSELLE,IL,DUPAGE,17043,IL0221600,19092,1,IL,DuPage,930412.0,456274.0,474138.0,13.9,68.6,4.6,0.1,10.8,0.0,79658.0,7.4,7.0,8.2,41.8243831,-88.0900762,28,20723,25,0.8928571428571429,0,0.0,2,1,0.07142857142857142,1,1,1,2,1
936,ANGOLA POLICE DEPARTMENT,ANGOLA,IN,STEUBEN,18151,IN0760100,8591,1,IN,Steuben,34267.0,17379.0,16888.0,3.2,94.3,0.3,0.0,0.4,0.0,48472.0,10.8,6.9,1.0,41.6115471,-84.98175400000001,17,3052,17,1.0,0,0.0,0,2,0.0,1,2,1,2,2
937,DECATUR COUNTY SHERIFF'S DEPARTMENT,GREENSBURG,IN,DECATUR,18031,IN0160000,26598,2,IN,Decatur,26240.0,12985.0,13255.0,1.8,95.3,0.6,0.1,1.3,0.0,49799.0,14.2,6.3,1.4,40.830603,-84.9291329,17,7000,17,1.0,0,0.0,0,1,0.0,-8,2,1,2,2
938,HUNTINGTON COUNTY SHERIFF'S DEPARTMENT,HUNTINGTON,IN,HUNTINGTON,18069,IN0350000,36400,2,IN,Huntington,36863.0,18116.0,18747.0,2.0,95.6,0.7,0.4,0.8,0.0,46945.0,12.0,7.4,6.0,40.8831011,-85.49747599999998,16,13911,16,1.0,0,0.0,0,2,0.0,-8,2,2,2,2
940,MIAMI COUNTY SHERIFF'S DEPARTMENT,PERU,IN,MIAMI,18103,IN0520000,35883,2,IN,Miami,36211.0,19482.0,16729.0,2.7,89.8,5.0,1.0,0.3,0.1,45184.0,15.2,9.4,2.2,40.614051399999994,-86.1064885,17,12446,17,1.0,0,0.0,0,2,0.0,-8,2,1,1,1
944,PORTLAND POLICE DEPARTMENT,PORTLAND,IN,JAY,18075,IN0380200,6161,1,IN,Jay,21255.0,10443.0,10812.0,2.9,95.4,0.6,0.2,0.3,0.0,41021.0,16.3,8.2,1.6,40.446528799999996,-85.02334599999998,13,7000,13,1.0,0,0.0,0,1,0.0,1,1,1,2,2
948,ATCHISON COUNTY SHERIFF'S OFFICE,ATCHISON,KS,ATCHISON,20005,KS0030000,16380,2,KS,Atchison,16633.0,7977.0,8656.0,2.8,88.2,4.1,0.4,0.3,0.1,43581.0,19.2,7.3,3.5,39.5630521,-95.1216356,14,3819,13,0.9285714285714286,1,0.07142857142857142,0,1,0.0,1,2,1,2,2
956,FORD COUNTY SHERIFF'S OFFICE,DODGE CITY,KS,FORD,20057,KS0290000,33971,2,KS,Ford,34714.0,17906.0,16808.0,52.8,41.8,2.3,0.4,1.3,0.0,50777.0,18.2,6.4,,37.6361315,-99.75401590000001,27,13000,24,0.8888888888888888,1,0.037037037037037035,2,1,0.07407407407407407,1,2,1,1,1
959,MAIZE POLICE DEPARTMENT,MAIZE,KS,SEDGWICK,20173,KS0871500,4438,1,KS,Sedgwick,506529.0,250929.0,255600.0,13.7,69.1,9.0,0.7,4.2,0.0,50657.0,15.1,6.9,4.2,37.916678399999995,-97.42254100000001,12,5906,11,0.9166666666666666,0,0.0,1,1,0.08333333333333333,1,2,1,2,2
960,MULVANE POLICE DEPARTMENT,MULVANE,KS,SEDGWICK,20173,KS0960300,5335,1,KS,Sedgwick,506529.0,250929.0,255600.0,13.7,69.1,9.0,0.7,4.2,0.0,50657.0,15.1,6.9,4.2,37.916678399999995,-97.42254100000001,14,3800,13,0.9285714285714286,0,0.0,0,1,0.0,1,1,1,1,1
965,VALLEY CENTER POLICE DEPARTMENT,VALLEY CENTER,KS,SEDGWICK,20173,KS0870500,6744,1,KS,Sedgwick,506529.0,250929.0,255600.0,13.7,69.1,9.0,0.7,4.2,0.0,50657.0,15.1,6.9,4.2,37.916678399999995,-97.42254100000001,15,1000,12,0.8,2,0.13333333333333333,1,1,0.06666666666666667,1,2,1,2,2
970,MADISON COUNTY SHERIFF'S OFFICE,RICHMOND,KY,MADISON,21151,KY0760000,89547,2,KY,Madison,85838.0,41648.0,44190.0,2.3,90.1,4.4,0.4,0.9,0.1,42390.0,21.0,8.6,4.1,37.714300099999996,-84.31212640000001,28,32626,28,1.0,0,0.0,0,1,0.0,1,1,1,1,2
974,TAYLOR MILL POLICE DEPARTMENT,TAYLOR MILL,KY,KENTON,21117,KY0591100,6756,1,KY,Kenton,163007.0,80417.0,82590.0,2.9,89.2,4.5,0.2,1.2,0.0,54296.0,14.6,7.7,6.0,38.9863872,-84.56414699999998,11,10515,11,1.0,0,0.0,0,2,0.0,1,1,1,2,2
982,BELMONT POLICE DEPARTMENT,BELMONT,MA,MIDDLESEX,25017,MA0090700,26171,1,MA,Middlesex,1556116.0,758542.0,797574.0,7.3,74.7,4.6,0.1,10.5,0.0,85118.0,8.3,6.1,1.3,42.467206,-71.2874209,46,20689,45,0.9782608695652174,0,0.0,0,1,0.0,1,1,2,2,2
983,BOXBOROUGH POLICE DEPARTMENT,BOXBOROUGH,MA,MIDDLESEX,25017,MA0090900,5816,1,MA,Middlesex,1556116.0,758542.0,797574.0,7.3,74.7,4.6,0.1,10.5,0.0,85118.0,8.3,6.1,1.3,42.467206,-71.2874209,11,15000,11,1.0,0,0.0,0,1,0.0,1,2,1,1,1
984,HOLYOKE POLICE DEPARTMENT,HOLYOKE,MA,HAMPDEN,25013,MA0071000,40280,1,MA,Hampden,468041.0,225611.0,242430.0,22.7,65.4,7.8,0.1,2.1,0.0,50461.0,17.5,10.0,1.7,42.0639841,-72.4134167,120,51756,110,0.9166666666666666,1,0.008333333333333333,9,2,0.075,2,2,1,2,2
985,KINGSTON POLICE DEPARTMENT,KINGSTON,MA,PLYMOUTH,25023,MA0121200,13462,1,MA,Plymouth,503681.0,245337.0,258344.0,3.5,82.9,8.6,0.1,1.3,0.0,75459.0,8.2,7.9,1.9,41.958445700000006,-70.66726209999999,21,12000,19,0.9047619047619048,2,0.09523809523809523,0,-9,0.0,-8,1,1,2,2
986,LEE POLICE DEPARTMENT,LEE,MA,BERKSHIRE,25003,MA0021300,5777,1,MA,Berkshire,129288.0,62393.0,66895.0,3.9,89.7,2.7,0.2,1.5,0.0,49956.0,13.0,8.9,1.5,42.311782,-73.1821623,11,3000,11,1.0,0,0.0,0,2,0.0,1,2,1,2,2
987,LEICESTER POLICE DEPARTMENT,LEICESTER,MA,"WORCESTER, MA",25027,MA0142400,11298,1,MA,Worcester,810935.0,399807.0,411128.0,10.2,79.0,4.2,0.2,4.4,0.0,65313.0,11.8,7.8,0.9,42.262593200000005,-71.8022934,18,16100,18,1.0,0,0.0,0,2,0.0,1,2,1,2,-9
988,NAHANT POLICE DEPARTMENT,NAHANT,MA,ESSEX,25009,MA0052100,3486,1,MA,Essex,763849.0,367791.0,396058.0,18.2,73.6,2.9,0.1,3.4,0.0,69068.0,11.4,7.7,1.4,42.63195820000001,-70.78293149999999,12,8942,12,1.0,0,0.0,0,2,0.0,1,2,2,2,2
989,NORFOLK POLICE DEPARTMENT,NORFOLK,MA, ,25021,MA0111700,11723,1,MA,Norfolk,687721.0,329431.0,358290.0,3.8,78.1,6.0,0.1,9.7,0.0,88262.0,6.6,6.9,1.3,42.1195426,-71.3250563,19,11372,19,1.0,0,0.0,0,1,0.0,2,2,1,1,1
990,NORWELL POLICE DEPARTMENT,NORWELL,MA,PLYMOUTH,25023,MA0121800,11052,1,MA,Plymouth,503681.0,245337.0,258344.0,3.5,82.9,8.6,0.1,1.3,0.0,75459.0,8.2,7.9,1.9,41.958445700000006,-70.66726209999999,22,15120,22,1.0,0,0.0,0,1,0.0,1,2,1,2,2
991,WALTHAM POLICE DEPARTMENT,WALTHAM,MA,USA,25017,MA0094700,63002,1,MA,Middlesex,1556116.0,758542.0,797574.0,7.3,74.7,4.6,0.1,10.5,0.0,85118.0,8.3,6.1,1.3,42.467206,-71.2874209,143,46085,136,0.951048951048951,3,0.02097902097902098,4,1,0.027972027972027972,1,1,1,2,2
992,WRENTHAM POLICE DEPARTMENT,WRENTHAM,MA,NORFOLK,25021,MA0112800,11715,1,MA,Norfolk,687721.0,329431.0,358290.0,3.8,78.1,6.0,0.1,9.7,0.0,88262.0,6.6,6.9,1.3,42.1195426,-71.3250563,21,8000,20,0.9523809523809523,0,0.0,0,2,0.0,1,2,2,2,2
993,ALLEGANY COUNTY SHERIFFS OFFICE,CUMBERLAND,MD,ALLEGANY,24001,MD0010000,72130,2,MD,Allegany,73549.0,38300.0,35249.0,1.6,87.6,7.9,0.1,0.9,0.1,40551.0,18.0,10.0,1.7,39.6255251,-78.61149990000001,30,13000,28,0.9333333333333333,2,0.06666666666666667,0,2,0.0,1,1,1,1,2
994,EASTON POLICE,EASTON,MD,TALBOT,24041,MD0210100,16550,1,MD,Talbot,37799.0,17811.0,19988.0,6.0,78.2,11.7,0.1,1.5,0.1,58228.0,11.2,6.7,2.4,38.7803973,-76.1319953,47,23627,40,0.851063829787234,5,0.10638297872340426,2,2,0.0425531914893617,1,2,1,2,2
