,AGENCYNAME,CITY,STATE,COUNTY,FIPS,ORI9,POPSERVED,AGENCYTYPE,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,Poverty,Unemployment,gun_homicide_rate_smoothed,lat,lng,PERS_TOTAL,OPER_DIS,PERS_WHITE,FRAC_WHITE,PERS_BLACK,FRAC_BLACK,PERS_HISP,POL_CULTAW,FRAC_HISP,CP_MISSION,CP_PLAN,POL_MENTILL,PERS_CULTURE,PERS_CONFLICT
2346,SAINT JOSEPH POLICE DEPARTMENT,SAINT JOSEPH,MO,BUCHANAN,29021,MO0110100,76472,1,MO,Buchanan,89561.0,44809.0,44752.0,5.9,84.5,5.1,0.2,0.9,0.2,46315.0,18.1,7.5,3.3,39.6349791,-94.8105955,125,47842,119,0.952,5,0.04,1,2,0.008,1,1,1,2,2
2347,BELMONT COUNTY SHERIFF'S OFFICE,SAINT CLAIRSVILLE,OH,BELMONT,39013,OH0070000,68673,2,OH,Belmont,69560.0,35479.0,34081.0,0.8,93.2,3.8,0.2,0.4,0.0,43833.0,14.6,8.5,2.5,40.0292374,-81.03898829999999,51,8443,51,1.0,0,0.0,0,1,0.0,1,1,1,2,2
2348,NORMAN POLICE DEPARTMENT,NORMAN,OK,CLEVELAND,40027,OK0140200,122180,1,OK,Cleveland,268614.0,134102.0,134512.0,7.8,73.8,4.5,3.7,4.1,0.1,56452.0,12.7,4.9,5.2,36.310068799999996,-96.4641886,158,87477,141,0.8924050632911392,7,0.04430379746835443,5,2,0.03164556962025317,1,2,1,2,2
2349,SALEM POLICE DEPARTMENT,SALEM,OR,MARION,41047,OR0240200,140693,1,OR,Marion,323259.0,160907.0,162352.0,25.3,67.0,1.0,0.7,1.8,0.8,48432.0,18.4,10.7,1.3,44.74901079999999,-122.942314,182,60093,170,0.9340659340659341,0,0.0,11,1,0.06043956043956044,1,1,1,1,1
2350,ANN ARBOR POLICE DEPARTMENT,ANN ARBOR,MI, ,26161,MI8121800,120782,1,MI,Washtenaw,354092.0,174855.0,179237.0,4.4,71.0,11.9,0.2,8.4,0.0,61003.0,15.4,7.4,7.7,42.307649299999994,-83.8473015,151,28946,129,0.8543046357615894,14,0.09271523178807947,3,1,0.019867549668874173,2,1,1,2,2
2351,FLINT POLICE DEPARTMENT,FLINT,MI,GENESEE,26049,MI2539800,97386,1,MI,Genesee,415874.0,200473.0,215401.0,3.2,72.5,20.3,0.4,1.0,0.0,42327.0,20.9,13.2,3.9,43.1154033,-83.6162183,114,50000,0,0.0,0,0.0,0,2,0.0,1,1,1,2,2
2352,LIVONIA POLICE DEPARTMENT,LIVONIA,MI,WAYNE,26163,MI8253800,94041,1,MI,Wayne,1778969.0,855112.0,923857.0,5.5,49.8,39.2,0.3,2.9,0.0,41210.0,25.0,14.9,7.4,42.2814269,-83.3863214,134,33867,131,0.9776119402985075,0,0.0,2,2,0.014925373134328358,1,2,2,2,2
2353,WICHITA FALLS POLICE DEPARTMENT,WICHITA FALLS,TX,WICHITA,48485,TX2430500,104724,1,TX,Wichita,131957.0,68245.0,63712.0,17.9,67.1,10.0,0.5,2.0,0.0,45543.0,17.6,6.1,3.0,33.9309651,-98.7481167,199,50548,175,0.8793969849246231,2,0.010050251256281407,17,1,0.08542713567839195,2,1,1,2,1
2354,FAYETTEVILLE POLICE DEPARTMENT,FAYETTEVILLE,AR,WASHINGTON,5143,AR0720100,83826,1,AR,Washington,216432.0,108144.0,108288.0,16.0,72.5,3.2,0.9,2.5,2.2,43524.0,20.1,6.2,1.5,33.774004999999995,-93.6826796,123,194112,112,0.9105691056910569,2,0.016260162601626018,7,1,0.056910569105691054,1,1,1,1,1
2355,SANDY CITY POLICE DEPARTMENT,SANDY,UT,SALT LAKE,49035,UT0180500,95836,1,UT,Salt Lake,1078958.0,541831.0,537127.0,17.6,72.8,1.5,0.6,3.6,1.5,62117.0,12.4,5.8,1.3,40.760779299999996,-111.89104740000002,106,61199,98,0.9245283018867925,1,0.009433962264150943,4,2,0.03773584905660377,2,2,1,2,1
2356,SUMTER POLICE DEPARTMENT,SUMTER,SC,SUMTER,45085,SC0430100,40723,1,SC,Sumter,107777.0,51732.0,56045.0,3.7,46.5,46.2,0.2,1.3,0.0,41332.0,18.0,12.4,7.3,33.9204354,-80.3414693,111,89000,72,0.6486486486486487,38,0.34234234234234234,1,2,0.009009009009009009,1,1,1,2,1
2357,HOLLYWOOD POLICE DEPARTMENT,HOLLYWOOD,FL,BROWARD,12011,FL0060500,151998,1,FL,Broward,1843152.0,894820.0,948332.0,27.0,40.4,26.9,0.2,3.4,0.0,51968.0,14.5,10.0,5.2,26.190096,-80.365865,309,126655,173,0.5598705501618123,37,0.11974110032362459,93,1,0.30097087378640774,1,1,1,2,2
2358,SARASOTA POLICE DEPARTMENT,SARASOTA,FL,SARASOTA,12115,FL0580100,56610,1,FL,Sarasota,392038.0,187242.0,204796.0,8.5,83.8,4.5,0.2,1.4,0.0,51766.0,11.0,8.2,2.8,27.3364347,-82.53065269999998,163,57163,129,0.7914110429447853,16,0.09815950920245399,15,1,0.09202453987730061,1,1,1,1,2
2359,WARNER ROBINS POLICE DEPARTMENT,WARNER ROBINS,GA,HOUSTON,13153,GA0760200,74033,1,GA,Houston,147570.0,71562.0,76008.0,6.5,58.5,29.1,0.2,2.8,0.0,53270.0,17.2,9.7,7.3,32.421965500000006,-83.63484299999998,106,62185,95,0.8962264150943396,6,0.05660377358490566,3,2,0.02830188679245283,1,2,2,2,2
2360,AURORA POLICE DEPARTMENT,AURORA,IL,KANE,17089,IL0450100,130744,1,IL,Kane,524886.0,261189.0,263697.0,31.2,58.2,5.3,0.1,3.7,0.0,70696.0,11.4,7.6,8.3,39.190047,-90.353727,289,211512,224,0.7750865051903114,19,0.0657439446366782,45,1,0.15570934256055363,1,2,1,2,2
2361,OVERLAND PARK POLICE DEPARTMENT,OVERLAND PARK,KS,JOHNSON,20091,KS0460600,188966,1,KS,Johnson,566814.0,277330.0,289484.0,7.3,81.0,4.4,0.3,4.4,0.0,76113.0,6.2,4.5,8.6,37.5703377,-101.7506777,247,58301,220,0.8906882591093117,13,0.05263157894736842,8,1,0.032388663967611336,1,1,1,2,2
2362,DULUTH POLICE DEPARTMENT,DULUTH,MN,ST. LOUIS,27137,MN0690600,86293,1,MN,St. Louis,200506.0,100791.0,99715.0,1.4,91.7,1.5,1.9,1.0,0.0,48331.0,16.0,6.9,0.7,47.7395106,-92.3623921,152,107000,135,0.8881578947368421,2,0.013157894736842105,3,1,0.019736842105263157,1,1,1,1,1
2363,HENNEPIN COUNTY SHERIFF'S OFFICE,MINNEAPOLIS,MN,HENNEPIN,27053,MN0270000,1232483,2,MN,Hennepin,1197776.0,589781.0,607995.0,6.8,70.4,12.0,0.6,6.7,0.0,65834.0,12.5,6.0,1.9,45.0208911,-93.5094574,326,246479,305,0.9355828220858896,9,0.027607361963190184,3,1,0.009202453987730062,1,1,1,2,2
2364,SAINT ANN POLICE DEPARTMENT,SAINT ANN,MO,ST. LOUIS,29189,MO0956500,12812,1,MO,St. Louis,1001327.0,474150.0,527177.0,2.7,67.8,23.3,0.1,3.8,0.0,59755.0,10.9,7.4,10.7,38.6270025,-90.1994042,44,11249,38,0.8636363636363636,3,0.06818181818181818,2,1,0.045454545454545456,1,1,1,2,2
2365,SAINT ANN POLICE DEPARTMENT,SAINT ANN,MO,ST. LOUIS,29189,MO0956500,12812,1,MO,St. Louis,1001327.0,474150.0,527177.0,2.7,67.8,23.3,0.1,3.8,0.0,59755.0,10.9,7.4,14.4,38.6270025,-90.1994042,44,11249,38,0.8636363636363636,3,0.06818181818181818,2,1,0.045454545454545456,1,1,1,2,2
2366,MANCHESTER POLICE DEPARTMENT,MANCHESTER,NH,HILLSBOROUGH,33011,NH0063400,110506,1,NH,Hillsborough,403972.0,200201.0,203771.0,5.9,86.5,2.1,0.1,3.6,0.0,71244.0,8.8,5.9,0.6,43.114728,-71.895049,229,137507,219,0.9563318777292577,4,0.017467248908296942,4,1,0.017467248908296942,1,1,1,2,2
2367,NASHUA POLICE DEPARTMENT,NASHUA,NH,HILLSBOROUGH,33011,NH0064600,87882,1,NH,Hillsborough,403972.0,200201.0,203771.0,5.9,86.5,2.1,0.1,3.6,0.0,71244.0,8.8,5.9,0.6,43.114728,-71.895049,173,129755,165,0.953757225433526,2,0.011560693641618497,5,1,0.028901734104046242,1,1,1,2,2
2368,TRENTON POLICE,TRENTON,NJ,MERCER,34021,NJ0111100,84056,1,NJ,Mercer,370212.0,181158.0,189054.0,16.2,52.3,19.6,0.1,10.1,0.0,72804.0,11.5,9.4,1.6,40.3028533,-74.7337069,254,124000,139,0.547244094488189,41,0.16141732283464566,74,2,0.29133858267716534,1,2,2,2,2
2369,COLLIN COUNTY SHERIFF'S OFFICE,MCKINNEY,TX,COLLIN,48085,TX0430000,939585,2,TX,Collin,862215.0,423260.0,438955.0,15.0,60.8,8.9,0.3,12.4,0.1,84735.0,7.6,4.9,3.9,33.1795213,-96.4929797,156,32136,131,0.8397435897435898,8,0.05128205128205128,14,1,0.08974358974358974,1,2,2,2,2
2370,GALVESTON POLICE DEPARTMENT,GALVESTON,TX,GALVESTON,48167,TX0840400,50550,1,TX,Galveston,308163.0,152405.0,155758.0,23.5,58.2,13.0,0.2,3.3,0.0,62313.0,13.9,7.5,6.3,29.3013479,-94.7976958,143,75000,94,0.6573426573426573,16,0.11188811188811189,29,1,0.20279720279720279,1,1,1,2,2
2371,PIERCE COUNTY SHERIFF'S OFFICE,TACOMA,WA,PIERCE,53053,WA0270000,861312,2,WA,Pierce,821952.0,408209.0,413743.0,10.0,68.8,6.5,1.0,6.0,1.3,59953.0,12.7,9.2,2.3,47.067587700000004,-122.1295269,307,71000,263,0.8566775244299675,7,0.02280130293159609,12,2,0.03908794788273615,1,2,1,2,2
2372,PETERSBURG POLICE DEPARTMENT,PETERSBURG,VA, ,51730,VA1190000,31882,1,,,,,,,,,,,,,,,,,,110,47561,59,0.5363636363636364,43,0.39090909090909093,3,1,0.02727272727272727,1,1,1,1,1
2373,DAVIS COUNTY SHERIFF'S OFFICE,FARMINGTON,UT,DAVIS,49011,UT0060000,342281,2,UT,Davis,323374.0,162703.0,160671.0,9.0,84.9,1.1,0.3,1.9,0.6,71112.0,7.7,4.2,1.5,40.962884499999994,-112.09532970000001,202,44407,186,0.9207920792079208,1,0.0049504950495049506,11,1,0.054455445544554455,1,1,1,2,2
2374,SULLIVAN COUNTY SHERIFF'S OFFICE,BLOUNTVILLE,TN,SULLIVAN,47163,TN0820000,156667,2,TN,Sullivan,156752.0,75894.0,80858.0,1.7,93.8,1.9,0.2,0.6,0.0,40346.0,17.5,8.2,2.2,36.493314700000006,-82.34518899999998,206,66441,200,0.970873786407767,5,0.024271844660194174,1,1,0.0048543689320388345,2,1,1,1,1
2375,CHULA VISTA POLICE DEPARTMENT,CHULA VISTA,CA,SAN DIEGO,6073,CA0370200,267172,1,CA,San Diego,3223096.0,1618945.0,1604151.0,32.9,47.0,4.7,0.4,11.2,0.4,64309.0,14.5,8.7,1.7,32.715738,-117.1610838,220,67048,122,0.5545454545454546,12,0.05454545454545454,62,1,0.2818181818181818,1,1,1,2,2
2376,ELK GROVE POLICE DEPARTMENT,ELK GROVE,CA,SACRAMENTO,6067,CA0340H00,169743,1,CA,Sacramento,1465832.0,717117.0,748715.0,22.3,46.8,9.6,0.4,14.8,1.0,55987.0,18.2,11.8,4.5,38.5815719,-121.49439960000001,128,41149,87,0.6796875,11,0.0859375,17,1,0.1328125,1,2,1,1,1
2377,SAN LUIS OBISPO COUNTY SHERIFF/CORONER'S OFFICE,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,6079,CA0400000,282887,2,CA,San Luis Obispo,276517.0,140953.0,135564.0,21.8,69.8,1.9,0.4,3.6,0.1,60691.0,14.8,6.6,5.1,35.2827524,-120.6596156,155,79275,0,0.0,0,0.0,0,1,0.0,2,1,1,1,1
2378,WILMINGTON POLICE DEPARTMENT,WILMINGTON,DE,NEW CASTLE COUNTY,10003,DE0020600,71442,1,DE,New Castle,549643.0,265915.0,283728.0,9.2,59.8,23.6,0.2,5.0,0.0,65476.0,11.4,7.4,4.2,39.66203970000001,-75.5668166,306,265000,199,0.6503267973856209,75,0.24509803921568626,28,1,0.0915032679738562,1,1,1,1,1
2379,WEST PALM BEACH POLICE DEPARTMENT,WEST PALM BEACH,FL,PALM BEACH,12099,FL0500800,108161,1,FL,Palm Beach,1378806.0,666577.0,712229.0,20.4,57.6,17.5,0.1,2.5,0.0,53363.0,14.5,9.5,4.3,26.7056206,-80.0364297,276,105000,186,0.6739130434782609,42,0.15217391304347827,43,1,0.15579710144927536,1,2,1,2,2
2380,LAFAYETTE POLICE DEPARTMENT,LAFAYETTE,IN,TIPPECANOE,18157,IN0790100,71782,1,IN,Tippecanoe,180952.0,92366.0,88586.0,7.9,78.4,4.4,0.1,7.2,0.0,45932.0,22.2,6.5,1.4,41.2089559,-86.11493580000001,142,107400,134,0.9436619718309859,2,0.014084507042253521,2,1,0.014084507042253521,1,1,1,2,2
2381,BOONE COUNTY SHERIFF'S OFFICE,BURLINGTON,KY,BOONE,21015,KY0080000,128536,2,KY,Boone,124617.0,61530.0,63087.0,3.9,88.8,2.9,0.2,2.4,0.0,66730.0,8.2,5.6,6.1,38.99405720000001,-84.7315563,139,95611,134,0.9640287769784173,2,0.014388489208633094,0,1,0.0,1,2,1,2,2
2382,BOSSIER CITY POLICE DEPARTMENT,BOSSIER CITY,LA,BOSSIER,22015,LA0080100,68485,1,LA,Bossier,123403.0,60921.0,62482.0,6.4,68.3,21.2,0.6,1.5,0.1,52892.0,14.3,5.7,8.9,32.7551322,-93.6623239,161,180521,130,0.8074534161490683,23,0.14285714285714285,5,1,0.031055900621118012,1,1,1,2,2
2383,JOPLIN POLICE DEPARTMENT,JOPLIN,MO,JASPER,29097,MO0490700,45060,1,MO,Jasper,117184.0,57240.0,59944.0,7.4,85.1,2.1,1.3,1.1,0.2,41811.0,17.1,6.0,2.4,37.336164200000006,-94.301336,103,82916,97,0.941747572815534,1,0.009708737864077669,1,1,0.009708737864077669,1,1,1,2,2
2384,BILOXI POLICE DEPARTMENT,BILOXI,MS,HARRISON,28047,MS0240100,45975,1,MS,Harrison,196268.0,97348.0,98920.0,5.4,65.3,23.0,0.4,3.0,0.0,41722.0,20.8,9.7,4.6,30.432087,-89.0179332,128,36336,114,0.890625,10,0.078125,1,1,0.0078125,1,2,1,2,2
2385,BLOOMFIELD POLICE,BLOOMFIELD,NJ,ESSEX,34013,NJ0070200,48539,1,NJ,Essex,791609.0,380222.0,411387.0,21.7,31.9,38.7,0.1,4.9,0.0,53976.0,17.3,13.0,3.9,40.7947466,-74.2648829,121,88086,81,0.6694214876033058,8,0.06611570247933884,25,2,0.2066115702479339,1,1,1,1,1
2386,LAWTON POLICE DEPARTMENT,LAWTON,OK,COMANCHE,40031,OK0160100,94653,1,OK,Comanche,125531.0,65098.0,60433.0,12.4,57.5,16.3,4.7,2.1,0.5,46241.0,17.6,8.6,5.4,34.3689747,-97.963924,160,100975,134,0.8375,8,0.05,9,1,0.05625,1,2,1,2,2
2387,GRAND RAPIDS POLICE DEPARTMENT,GRAND RAPIDS,MI,KENT,26081,MI4143600,196445,1,MI,Kent,622590.0,305818.0,316772.0,10.0,75.1,9.3,0.3,2.5,0.0,53063.0,15.3,7.7,1.8,43.0097027,-85.52002399999998,290,63422,254,0.8758620689655172,12,0.041379310344827586,12,2,0.041379310344827586,1,1,1,1,1
2388,HIGH POINT POLICE DEPARTMENT,HIGH POINT,NC,GUILFORD,37081,NC0410300,105696,1,NC,Guilford,506763.0,240753.0,266010.0,7.5,52.4,32.8,0.4,4.4,0.0,45651.0,17.6,8.8,4.5,36.0899873,-79.82967430000001,222,74235,196,0.8828828828828829,21,0.0945945945945946,4,1,0.018018018018018018,1,1,1,1,1
2389,JACKSONVILLE POLICE DEPARTMENT,JACKSONVILLE,NC,ONSLOW,37133,NC0670100,67784,1,NC,Onslow,183753.0,99526.0,84227.0,11.6,67.3,14.8,0.6,1.8,0.2,46335.0,14.6,11.6,2.7,34.6540094,-77.4701972,125,77188,101,0.808,12,0.096,8,1,0.064,1,1,1,1,1
2390,SPOKANE POLICE DEPARTMENT,SPOKANE,WA,SPOKANE COUNTY,53063,WA0320400,215973,1,WA,Spokane,480832.0,238241.0,242591.0,5.1,85.7,1.7,1.3,2.3,0.4,50079.0,15.9,8.4,1.8,47.6587802,-117.42604650000001,299,106688,274,0.9163879598662207,3,0.010033444816053512,10,1,0.033444816053511704,2,1,1,2,2
2391,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON,VA,ARLINGTON,51013,VA0070100,230050,1,VA,Arlington,223945.0,112006.0,111939.0,15.5,63.0,8.3,0.3,9.9,0.1,105763.0,9.0,3.7,3.4,38.879969700000004,-77.1067698,361,117220,279,0.7728531855955678,40,0.11080332409972299,30,1,0.08310249307479224,1,1,1,1,1
2392,HAMPTON POLICE DEPARTMENT,HAMPTON,VA,CITY OF HAMPTON,51650,VA1110000,135410,1,,,,,,,,,,,,,,,,,,288,102140,197,0.6840277777777778,64,0.2222222222222222,19,1,0.06597222222222222,1,1,1,1,1
2393,GLENDALE POLICE DEPARTMENT,GLENDALE,AZ,MARICOPA,4013,AZ0071300,245895,1,AZ,Maricopa,4018143.0,1986158.0,2031985.0,30.1,57.3,4.9,1.6,3.7,0.2,54229.0,17.0,7.7,4.0,33.058106300000006,-112.04764229999999,415,184574,308,0.7421686746987952,18,0.043373493975903614,59,1,0.14216867469879518,1,1,1,2,2
2395,BUTTE COUNTY SHERIFF'S DEPARTMENT,OROVILLE,CA,BUTTE,6007,CA0040000,226864,2,CA,Butte,222564.0,110115.0,112449.0,15.2,73.8,1.4,0.7,4.3,0.2,43444.0,21.9,12.1,2.9,39.62539520000001,-121.5370003,102,55103,0,0.0,0,0.0,0,2,0.0,1,2,2,2,2
2396,RIVERSIDE POLICE DEPARTMENT,RIVERSIDE,CA,RIVERSIDE,6065,CA0331300,324722,1,CA,Riverside,2298032.0,1143477.0,1154555.0,47.0,37.8,5.9,0.4,6.0,0.3,56603.0,16.8,12.9,2.2,33.9806005,-117.3754942,360,124864,235,0.6527777777777778,23,0.06388888888888888,88,1,0.24444444444444444,1,1,1,2,2
2397,LAKEWOOD POLICE DEPARTMENT,LAKEWOOD,CO,JEFFERSON,8059,CO0300400,154393,1,CO,Jefferson,552344.0,274525.0,277819.0,15.1,78.8,1.0,0.5,2.5,0.0,70164.0,8.5,5.9,2.5,39.377255,-105.80059879999999,245,73968,199,0.8122448979591836,7,0.02857142857142857,35,1,0.14285714285714285,1,1,1,2,2
2398,TALLAHASSEE POLICE DEPARTMENT,TALLAHASSEE,FL,LEON,12073,FL0370300,190894,1,FL,Leon,282940.0,134474.0,148466.0,6.1,57.7,30.7,0.3,3.2,0.0,46745.0,22.3,10.6,3.6,30.490617699999998,-84.1857115,371,96192,286,0.77088948787062,61,0.16442048517520216,17,1,0.04582210242587601,2,2,1,2,2
2399,WHITFIELD COUNTY SHERIFF'S DEPARTMENT,DALTON,GA, ,13313,GA1550000,104589,2,GA,Whitfield,103456.0,51451.0,52005.0,33.1,60.5,3.9,0.2,1.4,0.0,40596.0,18.8,10.3,4.1,34.8033566,-84.98175400000001,126,138000,117,0.9285714285714286,2,0.015873015873015872,7,2,0.05555555555555555,2,2,1,2,2
2400,FARGO POLICE DEPARTMENT,FARGO,ND,CASS,38017,ND0090200,120762,1,ND,Cass,162500.0,81905.0,80595.0,2.3,88.8,3.1,1.1,2.6,0.0,53289.0,12.1,3.2,0.8,47.071168,-97.1215579,158,92000,155,0.9810126582278481,1,0.006329113924050633,1,1,0.006329113924050633,1,2,1,1,1
2401,RENO POLICE DEPARTMENT,RENO,NV, ,32031,NV0160100,245255,1,NV,Washoe,435019.0,218795.0,216224.0,23.3,64.5,2.2,1.3,5.2,0.6,52870.0,15.2,9.1,2.3,40.560838700000005,-119.60354950000001,297,127020,250,0.8417508417508418,4,0.013468013468013467,27,2,0.09090909090909091,1,1,2,2,2
2402,YONKERS CITY POLICE DEPARTMENT,YONKERS,NY,WESTCHESTER,36119,NY0590700,200807,1,NY,Westchester,967315.0,466996.0,500319.0,23.3,55.4,13.4,0.1,5.7,0.0,83958.0,9.6,7.6,1.6,41.1220194,-73.7948516,617,90234,503,0.8152350081037277,38,0.06158833063209076,73,2,0.11831442463533225,1,1,2,2,2
2403,AKRON POLICE DEPARTMENT,AKRON,OH,SUMMIT,39153,OH0770100,197633,1,OH,Summit,541847.0,262467.0,279380.0,1.8,78.6,14.2,0.2,2.6,0.0,50765.0,14.8,8.4,6.0,41.091899100000006,-81.5596427,449,219599,364,0.8106904231625836,76,0.16926503340757237,3,2,0.0066815144766146995,1,1,1,1,2
2404,CONCORD POLICE DEPARTMENT,CONCORD,NC,CABARRUS,37025,NC0130100,89891,1,NC,Cabarrus,188375.0,91929.0,96446.0,9.8,69.6,16.1,0.2,2.5,0.0,54720.0,12.5,9.2,4.6,35.4168123,-80.5882803,161,37907,133,0.8260869565217391,16,0.09937888198757763,11,1,0.06832298136645963,2,2,2,2,2
2406,CONWAY POLICE DEPARTMENT,CONWAY,AR,FAULKNER,5045,AR0230100,65300,1,AR,Faulkner,119343.0,58488.0,60855.0,4.0,81.4,11.3,0.3,1.3,0.0,51223.0,15.5,6.6,8.0,35.1035858,-92.3813621,124,55340,111,0.8951612903225806,9,0.07258064516129033,3,2,0.024193548387096774,1,1,1,2,1
2407,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG,VA, ,51680,VA1140000,80212,1,,,,,,,,,,,,,,,,,,174,65000,154,0.8850574712643678,16,0.09195402298850575,4,1,0.022988505747126436,1,1,1,2,2
2408,ROANOKE COUNTY POLICE DEPARTMENT,ROANOKE,VA,ROANOKE,51161,VA0800300,85846,1,VA,Roanoke,93633.0,44757.0,48876.0,2.6,87.0,5.6,0.1,2.8,0.0,60519.0,8.3,5.1,3.1,37.270970399999996,-79.9414266,132,4163,120,0.9090909090909091,9,0.06818181818181818,2,1,0.015151515151515152,1,1,1,1,1
2409,ROANOKE COUNTY POLICE DEPARTMENT,ROANOKE,VA,ROANOKE,51161,VA0800300,85846,1,VA,Roanoke,93633.0,44757.0,48876.0,2.6,87.0,5.6,0.1,2.8,0.0,60519.0,8.3,5.1,4.7,37.270970399999996,-79.9414266,132,4163,120,0.9090909090909091,9,0.06818181818181818,2,1,0.015151515151515152,1,1,1,1,1
2410,GREENVILLE POLICE DEPARTMENT,GREENVILLE,SC,GREENVILLE,45045,SC0230200,67453,1,SC,Greenville,474903.0,230780.0,244123.0,8.6,69.5,18.0,0.2,2.1,0.1,50540.0,15.6,7.6,4.6,34.85261759999999,-82.3940104,186,54454,154,0.8279569892473119,24,0.12903225806451613,6,2,0.03225806451612903,1,2,1,2,2
2411,ORANGE POLICE DEPARTMENT,ORANGE,CA,ORANGE,6059,CA0301500,140504,1,CA,Orange,3116069.0,1539600.0,1576469.0,34.2,42.4,1.5,0.2,18.8,0.3,76509.0,12.8,7.6,3.3,33.7879139,-117.8531007,144,70578,105,0.7291666666666666,4,0.027777777777777776,22,2,0.1527777777777778,1,2,1,1,1
2412,SALINAS POLICE DEPARTMENT,SALINAS,CA,MONTEREY,6053,CA0270800,157218,1,CA,Monterey,428441.0,219299.0,209142.0,56.9,31.5,2.6,0.3,5.9,0.5,58783.0,17.0,8.4,4.6,36.600237799999995,-121.8946761,134,45000,77,0.5746268656716418,1,0.007462686567164179,46,2,0.34328358208955223,1,2,1,2,2
2413,NEW CASTLE COUNTY POLICE DEPARTMENT,NEW CASTLE,DE,NEW CASTLE,10003,DE0020300,417016,1,DE,New Castle,549643.0,265915.0,283728.0,9.2,59.8,23.6,0.2,5.0,0.0,65476.0,11.4,7.4,4.2,39.66203970000001,-75.5668166,378,128281,301,0.7962962962962963,45,0.11904761904761904,21,2,0.05555555555555555,1,1,1,1,1
2414,PEORIA POLICE DEPARTMENT,PEORIA,IL,PEORIA,17143,IL0720700,109774,1,IL,Peoria,187112.0,90646.0,96466.0,4.4,71.2,17.3,0.3,3.7,0.0,51147.0,17.2,8.7,2.9,40.6936488,-89.58898640000001,220,25655,178,0.8090909090909091,30,0.13636363636363635,6,2,0.02727272727272727,1,2,2,2,2
2416,CUMBERLAND COUNTY SHERIFF'S OFFICE,FAYETTEVILLE,NC,CUMBERLAND,37051,NC0260000,327127,2,NC,Cumberland,324603.0,158270.0,166333.0,10.7,45.5,35.3,1.3,2.4,0.2,44171.0,17.5,12.6,9.1,34.9542604,-78.74762079999998,301,213486,196,0.6511627906976745,73,0.2425249169435216,18,1,0.059800664451827246,1,1,1,2,2
2417,GUILFORD COUNTY SHERIFF'S OFFICE,GREENSBORO,NC,GUILFORD,37081,NC0410000,521330,2,NC,Guilford,506763.0,240753.0,266010.0,7.5,52.4,32.8,0.4,4.4,0.0,45651.0,17.6,8.8,4.5,36.0899873,-79.82967430000001,266,29125,225,0.8458646616541353,30,0.11278195488721804,8,1,0.03007518796992481,2,2,2,2,2
2418,ARLINGTON POLICE DEPARTMENT,ARLINGTON,TX, ,48439,TX2200100,392772,1,TX,Tarrant,1914526.0,937266.0,977260.0,27.6,49.8,15.1,0.3,4.9,0.2,58711.0,15.0,6.9,4.2,32.7732044,-97.3516558,630,136069,391,0.6206349206349207,115,0.18253968253968253,93,1,0.14761904761904762,1,1,1,2,2
2419,GRAYSON COUNTY SHERIFF'S OFFICE,SHERMAN,TX,GRAYSON,48181,TX0910000,128235,2,TX,Grayson,122780.0,59917.0,62863.0,12.3,77.1,5.9,1.2,1.1,0.1,47952.0,16.2,7.8,1.4,33.7062406,-96.663812,40,7800,36,0.9,2,0.05,2,1,0.05,2,2,1,2,2
2420,DOTHAN POLICE DEPARTMENT,DOTHAN,AL,HOUSTON,1069,AL0380100,67223,1,AL,Houston,103534.0,49563.0,53971.0,3.2,67.7,26.2,0.3,0.8,0.0,41571.0,18.3,8.3,5.1,34.1414925,-87.2580686,164,66618,141,0.8597560975609756,15,0.09146341463414634,3,1,0.018292682926829267,1,1,1,2,2
2421,BEAUFORT COUNTY SHERIFF'S OFFICE,BEAUFORT,SC,BEAUFORT,45013,SC0070000,183149,2,SC,Beaufort,171420.0,84523.0,86897.0,11.5,66.9,18.4,0.2,1.2,0.0,57048.0,12.8,7.2,9.2,32.431581300000005,-80.6698286,224,84500,190,0.8482142857142857,18,0.08035714285714286,12,1,0.05357142857142857,1,1,1,2,2
2423,MONROE COUNTY SHERIFF'S OFFICE,KEY WEST,FL,MONROE,12087,FL0440000,79077,2,FL,Monroe,75901.0,40159.0,35742.0,22.0,69.0,6.1,0.4,1.0,0.0,57290.0,13.4,6.0,6.0,24.555700100000003,-81.78259849999998,186,171530,138,0.7419354838709677,5,0.026881720430107527,40,1,0.21505376344086022,1,1,1,2,2
2424,PALM BAY POLICE DEPARTMENT,PALM BAY,FL,BREVARD,12009,FL0051200,110104,1,FL,Brevard,553591.0,270544.0,283047.0,9.1,76.1,9.9,0.3,2.2,0.1,48925.0,14.0,10.9,4.3,28.263933,-80.7214417,149,81531,116,0.7785234899328859,12,0.08053691275167785,18,1,0.12080536912751678,1,1,1,1,1
2425,LOUISVILLE METRO POLICE DEPARTMENT,LOUISVILLE,KY,JEFFERSON,21111,KY0568000,679291,1,KY,Jefferson,755809.0,364719.0,391090.0,4.7,69.5,20.5,0.1,2.4,0.0,48695.0,16.4,8.4,6.5,38.1938097,-85.64348700000002,1246,486252,1051,0.8434991974317817,144,0.11556982343499198,24,2,0.019261637239165328,1,1,1,2,2
